id,Name,Phone,Link,Address,Pincode,Latitude,Longitude,Type,Visited,Blacklisted
45535,Serinity Apartment, Private Data,https://housing.com/in/buy/projects/page/91140-serinity-apartment-by-swaraj-homes-builders-developer-in-bommasandra, Private Data,,12.81048775,77.68462372,Housing Society,0,0
47662,5 BHK Independent House, Private Data,https://housing.com/in/buy/resale/page/2667001-5-bhk-independent-house-in-bommasandra-for-rs-13500000, Private Data,,12.810498,77.6662,Housing Society,0,0
47673,Dreamciti Aranya Residency, Private Data,https://housing.com/in/buy/projects/page/221229-dreamciti-aranya-residency-by-dreamciti-realty-pvt-ltd-in-bommasandra, Private Data,,12.81085968,77.66898346,Housing Society,0,0
47692,Lasya Vikas Nagar, Private Data,https://housing.com/in/buy/projects/page/222151-lasya-vikas-nagar-by-lasya-developers-in-bommasandra, Private Data,,12.81184292,77.67071533,Housing Society,0,0
47619,Residential Plot, Private Data,https://housing.com/in/buy/resale/page/5032317-residential-plot-in-bommasandra-for-rs-5000000, Private Data,,12.812408,77.658127,Housing Society,0,0
47639,City Homes, Private Data,https://housing.com/in/buy/projects/page/113362-city-homes-by-r-subramanyeswara-rao-in-bommasandra, Private Data,,12.81240845,77.65812683,Housing Society,0,0
47602,2 BHK Villa, Private Data,https://housing.com/in/buy/resale/page/3966958-2-bhk-villa-in-bommasandra-for-rs-3835000, Private Data,,12.812578,77.666766,Housing Society,0,0
8156,Loreal Beauty Salon, Private Data,, Private Data,,12.8126137,77.5108516,Salon,0,0
17952,The Arcade At Brigade Meadows, Private Data,, Private Data,,12.8129554,77.510752,Mall,0,0
45501,Residential Plot, Private Data,https://housing.com/in/buy/resale/page/5164632-residential-plot-in-bommasandra-for-rs-3300000, Private Data,,12.812999,77.69092,Housing Society,0,0
45536,2 BHK Apartment, Private Data,https://housing.com/in/buy/resale/page/5098124-2-bhk-apartment-in-bommasandra-for-rs-3700000, Private Data,,12.813059,77.690262,Housing Society,0,0
3181,Idbi ATM, Private Data,, Private Data,,12.813208,77.581548,ATM,0,0
3256,Canara Bank ATM, Private Data,, Private Data,,12.8132225,77.5813036,ATM,0,0
47679,2 BHK Independent House, Private Data,https://housing.com/in/buy/resale/page/4692442-2-bhk-independent-house-in-bommasandra-for-rs-7500000, Private Data,,12.813232,77.697868,Housing Society,0,0
47607,Alps Aurora, Private Data,https://housing.com/in/buy/projects/page/20893-alps-aurora-by-alps-developers-in-bommasandra, Private Data,,12.8132658,77.66816711,Housing Society,0,0
20791,Karnataka Tour Travels, Private Data,, Private Data,,12.8135208,77.5804784,Mall,0,0
15741,Annapoorne Shwarei Provision Store, Private Data,, Private Data,,12.8135494,77.5888814,Grocery,0,0
3913,Canara Bank ATM, Private Data,, Private Data,,12.8136454,77.5795555,ATM,0,0
45417,2 BHK Villa, Private Data,https://housing.com/in/buy/resale/page/2677314-2-bhk-villa-in-bommasandra-for-rs-4256000, Private Data,,12.813652,77.682627,Housing Society,0,0
45576,2 BHK Independent House, Private Data,https://housing.com/in/buy/resale/page/2552603-2-bhk-independent-house-in-bommasandra-for-rs-2150000, Private Data,,12.813774,77.678609,Housing Society,0,0
45685,2 BHK Apartment, Private Data,https://housing.com/in/buy/resale/page/5195555-2-bhk-apartment-in-bommasandra-industrial-area-for-rs-3700000, Private Data,,12.813774,77.679124,Housing Society,0,0
47636,Mdvr SV Shelters, Private Data,https://housing.com/in/buy/projects/page/232119-mdvr-sv-shelters-by-mdvr-projects-pvt-ltd-in-bommasandra, Private Data,,12.81390095,77.70808411,Housing Society,0,0
47596,2 BHK Apartment, Private Data,https://housing.com/in/buy/resale/page/4852376-2-bhk-apartment-in-bommasandra-for-rs-3808000, Private Data,,12.813901,77.708084,Housing Society,0,0
45559,Dwarakamai Castle, Private Data,https://housing.com/in/buy/projects/page/113097-dwarakamai-castle-by-info-in-electronic-city, Private Data,,12.813956,77.689804,Housing Society,0,0
47686,Damodara Sreenidhi Serenity, Private Data,https://housing.com/in/buy/projects/page/144875-damodara-sreenidhi-serenity-by-damodara-reddy-regalla-in-bommasandra, Private Data,,12.81396866,77.69424438,Housing Society,0,0
54009,Mahalakshmi stores, Private Data,, Private Data,,12.8140202,77.6913901,Super Market,0,0
15472,Nyaya Bele Angadi, Private Data,, Private Data,,12.8140438,77.5791601,Grocery,0,0
47671,Kataria Royale, Private Data,https://housing.com/in/buy/projects/page/2725-kataria-royale-by-kataria-builteck-pvt-ltd-in-bommasandra, Private Data,,12.814563,77.702904,Housing Society,0,0
45598,Svamitva Emerald Square, Private Data,https://housing.com/in/buy/projects/page/102434-svamitva-emerald-square-by-svamitva-infra-in-electronic-city, Private Data,,12.814702,77.67012,Housing Society,0,0
45469,2 BHK Villa, Private Data,https://housing.com/in/buy/resale/page/2777648-2-bhk-villa-in-bommasandra-for-rs-4022000, Private Data,,12.814849,77.670952,Housing Society,0,0
45873,2 BHK Independent House, Private Data,https://housing.com/in/buy/resale/page/3649541-2-bhk-independent-house-in-bommasandra-for-rs-3990000, Private Data,,12.814849,77.670952,Housing Society,0,0
45401,Heritage Ornate, Private Data,https://housing.com/in/buy/projects/page/172579-heritage-ornate-by-heritage-housing-projects-in-electronic-city, Private Data,,12.814949,77.673029,Housing Society,0,0
47621,2 BHK Villa, Private Data,https://housing.com/in/buy/resale/page/2535610-2-bhk-villa-in-bommasandra-for-rs-2560000, Private Data,,12.815107,77.659973,Housing Society,0,0
45888,Residential Plot, Private Data,https://housing.com/in/buy/resale/page/2549099-residential-plot-in-bommasandra-for-rs-2010000, Private Data,,12.815122,77.670921,Housing Society,0,0
47661,Dhiraan Newark Farm Springs, Private Data,https://housing.com/in/buy/projects/page/69116-dhiraan-newark-farm-springs-by-dhiraan-infrastructure-in-bommasandra, Private Data,,12.81514359,77.70505524,Housing Society,0,0
47681,2 BHK Villa, Private Data,https://housing.com/in/buy/resale/page/3414750-2-bhk-villa-in-bommasandra-for-rs-8500000, Private Data,,12.815462,77.703308,Housing Society,0,0
45549,Gagan Garden Residency, Private Data,https://housing.com/in/buy/projects/page/86292-gagan-garden-residency-by-gagan-constructions-in-bommasandra, Private Data,,12.81548405,77.68481445,Housing Society,0,0
3255,Vijaya Bank And ATM, Private Data,, Private Data,,12.8156228,77.582933,ATM,0,0
45842,Manasa Sri Sai Homes, Private Data,https://housing.com/in/buy/projects/page/205731-manasa-sri-sai-homes-by-manasa-developers-in-electronic-city, Private Data,,12.815677,77.673805,Housing Society,0,0
3093,Federal Bank ATM, Private Data,, Private Data,,12.8158559,77.5833973,ATM,0,0
45586,Niranjan Sunbeam, Private Data,https://housing.com/in/buy/projects/page/47908-niranjan-sunbeam-by-niranjan-developers-in-bommasandra, Private Data,,12.816079,77.672873,Housing Society,0,0
45415,Residential Plot, Private Data,https://housing.com/in/buy/resale/page/2482937-residential-plot-in-bommasandra-for-rs-1990500, Private Data,,12.816117,77.681358,Housing Society,0,0
47620,4 BHK Independent House, Private Data,https://housing.com/in/buy/resale/page/3694371-4-bhk-independent-house-in-bommasandra-for-rs-8100000, Private Data,,12.816512,77.707683,Housing Society,0,0
